ID,Segment
TEST_10414,E
TEST_10415,E
TEST_10416,E
TEST_10417,E
TEST_10418,E
TEST_10419,E
TEST_10420,E
TEST_10421,E
TEST_10422,E
TEST_10423,E
TEST_10424,E
TEST_10425,E
TEST_10426,E
TEST_10427,E
TEST_10428,E
TEST_10429,E
TEST_10430,E
TEST_10431,E
TEST_10432,E
TEST_10433,D
TEST_10434,E
TEST_10435,E
TEST_10436,E
TEST_10437,C
TEST_10438,E
TEST_10439,E
TEST_10440,E
TEST_10441,E
TEST_10442,E
TEST_10443,D
TEST_10444,E
TEST_10445,E
TEST_10446,E
TEST_10447,E
TEST_10448,E
TEST_10449,E
TEST_10450,E
TEST_10451,E
TEST_10452,E
TEST_10453,E
TEST_10454,E
TEST_10455,E
TEST_10456,D
TEST_10457,E
TEST_10458,E
TEST_10459,E
TEST_10460,E
TEST_10461,E
TEST_10462,E
TEST_10463,E
TEST_10464,E
TEST_10465,E
TEST_10466,E
TEST_10467,E
TEST_10468,E
TEST_10469,E
TEST_10470,E
TEST_10471,E
TEST_10472,E
TEST_10473,E
TEST_10474,E
TEST_10475,D
TEST_10476,E
TEST_10477,E
TEST_10478,E
TEST_10479,E
TEST_10480,E
TEST_10481,C
TEST_10482,E
TEST_10483,D
TEST_10484,E
TEST_10485,E
TEST_10486,E
TEST_10487,E
TEST_10488,E
TEST_10489,E
TEST_10490,E
TEST_10491,E
TEST_10492,E
TEST_10493,D
TEST_10494,E
TEST_10495,E
TEST_10496,E
TEST_10497,E
TEST_10498,D
TEST_10499,E
TEST_10500,D
TEST_10501,E
TEST_10502,D
TEST_10503,E
TEST_10504,E
TEST_10505,E
TEST_10506,E
TEST_10507,C
TEST_10508,D
TEST_10509,E
TEST_10510,D
TEST_10511,E
TEST_10512,E
TEST_10513,E
TEST_10514,E
TEST_10515,E
TEST_10516,E
TEST_10517,E
TEST_10518,E
TEST_10519,E
TEST_10520,E
TEST_10521,D
TEST_10522,E
TEST_10523,E
TEST_10524,E
TEST_10525,E
TEST_10526,D
TEST_10527,E
TEST_10528,E
TEST_10529,E
TEST_10530,E
TEST_10531,E
TEST_10532,D
TEST_10533,E
TEST_10534,E
TEST_10535,E
TEST_10536,E
TEST_10537,E
TEST_10538,E
TEST_10539,E
TEST_10540,E
TEST_10541,E
TEST_10542,E
TEST_10543,E
TEST_10544,E
TEST_10545,E
TEST_10546,D
TEST_10547,D
TEST_10548,E
TEST_10549,E
TEST_10550,E
TEST_10551,E
TEST_10552,E
TEST_10553,E
TEST_10554,E
TEST_10555,C
TEST_10556,E
TEST_10557,D
TEST_10558,E
TEST_10559,E
TEST_10560,E
TEST_10561,C
TEST_10562,D
TEST_10563,E
TEST_10564,E
TEST_10565,E
TEST_10566,E
TEST_10567,E
TEST_10568,E
TEST_10569,E
TEST_10570,E
TEST_10571,E
TEST_10572,E
TEST_10573,E
TEST_10574,E
TEST_10575,E
TEST_10576,E
TEST_10577,E
TEST_10578,E
TEST_10579,D
TEST_10580,E
TEST_10581,D
TEST_10582,E
TEST_10583,D
TEST_10584,E
TEST_10585,E
TEST_10586,E
TEST_10587,E
TEST_10588,E
TEST_10589,E
TEST_10590,E
TEST_10591,C
TEST_10592,E
TEST_10593,E
TEST_10594,E
TEST_10595,E
TEST_10596,D
TEST_10597,E
TEST_10598,E
TEST_10599,E
TEST_10600,E
TEST_10601,E
TEST_10602,E
TEST_10603,C
TEST_10604,E
TEST_10605,E
TEST_10606,E
TEST_10607,E
TEST_10608,E
TEST_10609,E
TEST_10610,E
TEST_10611,E
TEST_10612,E
TEST_10613,E
TEST_10614,E
TEST_10615,E
TEST_10616,E
TEST_10617,E
TEST_10618,E
TEST_10619,E
TEST_10620,D
TEST_10621,E
TEST_10622,E
TEST_10623,C
TEST_10624,E
TEST_10625,E
TEST_10626,E
TEST_10627,E
TEST_10628,E
TEST_10629,E
TEST_10630,E
TEST_10631,E
TEST_10632,E
TEST_10633,E
TEST_10634,E
TEST_10635,E
TEST_10636,E
TEST_10637,E
TEST_10638,E
TEST_10639,E
TEST_10640,D
TEST_10641,E
TEST_10642,E
TEST_10643,E
TEST_10644,E
TEST_10645,D
TEST_10646,E
TEST_10647,D
TEST_10648,E
TEST_10649,E
TEST_10650,E
TEST_10651,E
TEST_10652,E
TEST_10653,E
TEST_10654,E
TEST_10655,E
TEST_10656,E
TEST_10657,E
TEST_10658,E
TEST_10659,D
TEST_10660,D
TEST_10661,E
TEST_10662,E
TEST_10663,E
TEST_10664,E
TEST_10665,E
TEST_10666,E
TEST_10667,E
TEST_10668,E
TEST_10669,E
TEST_10670,E
TEST_10671,E
TEST_10672,E
TEST_10673,D
TEST_10674,E
TEST_10675,E
TEST_10676,E
TEST_10677,E
TEST_10678,E
TEST_10679,E
TEST_10680,E
TEST_10681,E
TEST_10682,E
TEST_10683,E
TEST_10684,E
TEST_10685,E
TEST_10686,E
TEST_10687,E
TEST_10688,E
TEST_10689,E
TEST_10690,E
TEST_10691,E
TEST_10692,D
TEST_10693,E
TEST_10694,E
TEST_10695,E
TEST_10696,E
TEST_10697,E
TEST_10698,E
TEST_10699,D
TEST_10700,E
TEST_10701,E
TEST_10702,E
TEST_10703,E
TEST_10704,E
TEST_10705,D
TEST_10706,D
TEST_10707,E
TEST_10708,D
TEST_10709,E
TEST_10710,E
TEST_10711,E
TEST_10712,E
TEST_10713,E
TEST_10714,E
TEST_10715,E
TEST_10716,E
TEST_10717,D
TEST_10718,E
TEST_10719,E
TEST_10720,E
TEST_10721,E
TEST_10722,E
TEST_10723,E
TEST_10724,E
TEST_10725,E
TEST_10726,E
TEST_10727,D
TEST_10728,E
TEST_10729,E
TEST_10730,E
TEST_10731,E
TEST_10732,E
TEST_10733,E
TEST_10734,E
TEST_10735,E
TEST_10736,E
TEST_10737,E
TEST_10738,E
TEST_10739,E
TEST_10740,E
TEST_10741,E
TEST_10742,E
TEST_10743,D
TEST_10744,E
TEST_10745,E
TEST_10746,E
TEST_10747,E
TEST_10748,E
TEST_10749,E
TEST_10750,E
TEST_10751,E
TEST_10752,D
TEST_10753,E
TEST_10754,C
TEST_10755,E
TEST_10756,E
TEST_10757,D
TEST_10758,D
TEST_10759,D
TEST_10760,E
TEST_10761,E
TEST_10762,E
TEST_10763,E
TEST_10764,E
TEST_10765,E
TEST_10766,D
TEST_10767,E
TEST_10768,E
TEST_10769,E
TEST_10770,E
TEST_10771,E
TEST_10772,E
TEST_10773,E
TEST_10774,D
TEST_10775,E
TEST_10776,E
TEST_10777,E
TEST_10778,E
TEST_10779,E
TEST_10780,D
TEST_10781,D
TEST_10782,E
TEST_10783,E
TEST_10784,E
TEST_10785,E
TEST_10786,E
TEST_10787,E
TEST_10788,E
TEST_10789,E
TEST_10790,E
TEST_10791,E
TEST_10792,E
TEST_10793,C
TEST_10794,E
TEST_10795,E
TEST_10796,D
TEST_10797,D
TEST_10798,E
TEST_10799,E
TEST_10800,E
TEST_10801,E
TEST_10802,E
TEST_10803,E
TEST_10804,E
TEST_10805,E
TEST_10806,E
TEST_10807,E
TEST_10808,E
TEST_10809,E
TEST_10810,E
TEST_10811,D
TEST_10812,E
TEST_10813,C
TEST_10814,E
TEST_10815,E
TEST_10816,E
TEST_10817,E
TEST_10818,E
TEST_10819,E
TEST_10820,E
TEST_10821,E
TEST_10822,E
TEST_10823,E
TEST_10824,D
TEST_10825,E
TEST_10826,E
TEST_10827,E
TEST_10828,D
TEST_10829,E
TEST_10830,D
TEST_10831,E
TEST_10832,E
TEST_10833,C
TEST_10834,E
TEST_10835,D
TEST_10836,D
TEST_10837,E
TEST_10838,E
TEST_10839,E
TEST_10840,D
TEST_10841,D
TEST_10842,E
TEST_10843,D
TEST_10844,E
TEST_10845,E
TEST_10846,E
TEST_10847,E
TEST_10848,E
TEST_10849,E
TEST_10850,D
TEST_10851,E
TEST_10852,E
TEST_10853,E
TEST_10854,E
TEST_10855,E
TEST_10856,E
TEST_10857,C
TEST_10858,E
TEST_10859,E
TEST_10860,E
TEST_10861,E
TEST_10862,E
TEST_10863,E
TEST_10864,E
TEST_10865,E
TEST_10866,E
TEST_10867,E
TEST_10868,E
TEST_10869,E
TEST_10870,E
TEST_10871,D
TEST_10872,E
TEST_10873,E
TEST_10874,E
TEST_10875,E
TEST_10876,E
TEST_10877,E
TEST_10878,E
TEST_10879,E
TEST_10880,E
TEST_10881,E
TEST_10882,D
TEST_10883,D
TEST_10884,D
TEST_10885,E
TEST_10886,E
TEST_10887,E
TEST_10888,E
TEST_10889,E
TEST_10890,E
TEST_10891,E
TEST_10892,E
TEST_10893,E
TEST_10894,E
TEST_10895,E
TEST_10896,E
TEST_10897,E
TEST_10898,D
TEST_10899,E
TEST_10900,E
TEST_10901,E
TEST_10902,E
TEST_10903,D
TEST_10904,E
TEST_10905,D
TEST_10906,E
TEST_10907,E
TEST_10908,E
TEST_10909,E
TEST_10910,E
TEST_10911,E
TEST_10912,D
TEST_10913,E
TEST_10914,E
TEST_10915,E
TEST_10916,E
TEST_10917,E
TEST_10918,E
TEST_10919,D
TEST_10920,E
TEST_10921,E
TEST_10922,D
TEST_10923,C
TEST_10924,E
TEST_10925,D
TEST_10926,E
TEST_10927,E
TEST_10928,E
TEST_10929,E
TEST_10930,E
TEST_10931,D
TEST_10932,E
TEST_10933,E
TEST_10934,E
TEST_10935,E
TEST_10936,E
TEST_10937,E
TEST_10938,E
TEST_10939,E
TEST_10940,E
TEST_10941,E
TEST_10942,D
TEST_10943,D
TEST_10944,E
TEST_10945,E
TEST_10946,E
TEST_10947,E
TEST_10948,E
TEST_10949,E
TEST_10950,E
TEST_10951,E
TEST_10952,E
TEST_10953,E
TEST_10954,E
TEST_10955,E
TEST_10956,E
TEST_10957,E
TEST_10958,E
TEST_10959,E
TEST_10960,E
TEST_10961,D
TEST_10962,E
TEST_10963,D
TEST_10964,C
TEST_10965,D
TEST_10966,E
TEST_10967,E
TEST_10968,E
TEST_10969,D
TEST_10970,C
TEST_10971,E
TEST_10972,E
TEST_10973,E
TEST_10974,E
TEST_10975,E
TEST_10976,E
TEST_10977,E
TEST_10978,E
TEST_10979,E
TEST_10980,E
TEST_10981,E
TEST_10982,E
TEST_10983,E
TEST_10984,E
TEST_10985,E
TEST_10986,E
TEST_10987,E
TEST_10988,E
TEST_10989,E
TEST_10990,E
TEST_10991,E
TEST_10992,E
TEST_10993,E
TEST_10994,E
TEST_10995,E
TEST_10996,E
TEST_10997,C
TEST_10998,E
TEST_10999,E
TEST_11000,C
TEST_11001,E
TEST_11002,D
TEST_11003,E
TEST_11004,E
TEST_11005,E
TEST_11006,D
TEST_11007,E
TEST_11008,E
TEST_11009,D
TEST_11010,E
TEST_11011,E
TEST_11012,E
TEST_11013,E
TEST_11014,E
TEST_11015,E
TEST_11016,E
TEST_11017,E
TEST_11018,D
TEST_11019,E
TEST_11020,E
TEST_11021,E
TEST_11022,E
TEST_11023,E
TEST_11024,E
TEST_11025,E
TEST_11026,C
TEST_11027,E
TEST_11028,D
TEST_11029,E
TEST_11030,E
TEST_11031,C
TEST_11032,E
TEST_11033,E
TEST_11034,E
TEST_11035,E
TEST_11036,E
TEST_11037,E
TEST_11038,E
TEST_11039,E
TEST_11040,E
TEST_11041,E
TEST_11042,E
TEST_11043,E
TEST_11044,E
TEST_11045,E
TEST_11046,D
TEST_11047,D
TEST_11048,E
TEST_11049,D
TEST_11050,E
TEST_11051,E
TEST_11052,C
TEST_11053,D
TEST_11054,E
TEST_11055,D
TEST_11056,E
TEST_11057,E
TEST_11058,E
TEST_11059,E
TEST_11060,E
TEST_11061,E
TEST_11062,E
TEST_11063,E
TEST_11064,E
TEST_11065,E
TEST_11066,E
TEST_11067,D
TEST_11068,E
TEST_11069,E
TEST_11070,E
TEST_11071,E
TEST_11072,E
TEST_11073,E
TEST_11074,E
TEST_11075,E
TEST_11076,E
TEST_11077,E
TEST_11078,E
TEST_11079,E
TEST_11080,E
TEST_11081,D
TEST_11082,E
TEST_11083,E
TEST_11084,D
TEST_11085,E
TEST_11086,E
TEST_11087,E
TEST_11088,E
TEST_11089,E
TEST_11090,E
TEST_11091,E
TEST_11092,E
TEST_11093,D
TEST_11094,D
TEST_11095,E
TEST_11096,D
TEST_11097,E
TEST_11098,E
TEST_11099,E
TEST_11100,E
TEST_11101,E
TEST_11102,E
TEST_11103,E
TEST_11104,C
TEST_11105,D
TEST_11106,E
TEST_11107,E
TEST_11108,E
TEST_11109,D
TEST_11110,E
TEST_11111,E
TEST_11112,D
TEST_11113,E
TEST_11114,D
TEST_11115,E
TEST_11116,E
TEST_11117,E
TEST_11118,E
TEST_11119,E
TEST_11120,D
TEST_11121,E
TEST_11122,E
TEST_11123,E
TEST_11124,E
TEST_11125,E
TEST_11126,E
TEST_11127,E
TEST_11128,D
TEST_11129,D
TEST_11130,E
TEST_11131,E
TEST_11132,E
TEST_11133,E
TEST_11134,E
TEST_11135,E
TEST_11136,E
TEST_11137,E
TEST_11138,E
TEST_11139,E
TEST_11140,E
TEST_11141,E
TEST_11142,E
TEST_11143,D
TEST_11144,E
TEST_11145,E
TEST_11146,E
TEST_11147,E
TEST_11148,E
TEST_11149,D
TEST_11150,E
TEST_11151,E
TEST_11152,E
TEST_11153,E
TEST_11154,E
TEST_11155,E
TEST_11156,E
TEST_11157,E
TEST_11158,C
TEST_11159,E
TEST_11160,E
TEST_11161,C
TEST_11162,E
TEST_11163,E
TEST_11164,E
TEST_11165,E
TEST_11166,E
TEST_11167,D
TEST_11168,C
TEST_11169,D
TEST_11170,D
TEST_11171,E
TEST_11172,D
TEST_11173,E
TEST_11174,E
TEST_11175,E
TEST_11176,E
TEST_11177,E
TEST_11178,E
TEST_11179,D
TEST_11180,E
TEST_11181,E
TEST_11182,E
TEST_11183,E
TEST_11184,D
TEST_11185,E
TEST_11186,E
TEST_11187,E
TEST_11188,E
TEST_11189,E
TEST_11190,E
TEST_11191,E
TEST_11192,E
TEST_11193,E
TEST_11194,E
TEST_11195,E
TEST_11196,E
TEST_11197,E
TEST_11198,E
TEST_11199,E
TEST_11200,D
TEST_11201,E
TEST_11202,D
TEST_11203,D
TEST_11204,E
TEST_11205,E
TEST_11206,E
TEST_11207,E
TEST_11208,E
TEST_11209,E
TEST_11210,E
TEST_11211,D
TEST_11212,E
TEST_11213,E
TEST_11214,E
TEST_11215,E
TEST_11216,D
TEST_11217,E
TEST_11218,E
TEST_11219,D
TEST_11220,E
TEST_11221,D
TEST_11222,E
TEST_11223,D
TEST_11224,E
TEST_11225,E
TEST_11226,E
TEST_11227,E
TEST_11228,E
TEST_11229,E
TEST_11230,E
TEST_11231,E
TEST_11232,D
TEST_11233,E
TEST_11234,E
TEST_11235,E
TEST_11236,E
TEST_11237,C
TEST_11238,E
TEST_11239,E
TEST_11240,E
TEST_11241,E
TEST_11242,E
TEST_11243,E
TEST_11244,E
TEST_11245,E
TEST_11246,E
TEST_11247,D
TEST_11248,D
TEST_11249,D
TEST_11250,E
TEST_11251,E
TEST_11252,E
TEST_11253,E
TEST_11254,E
TEST_11255,E
TEST_11256,E
TEST_11257,E
TEST_11258,E
TEST_11259,E
TEST_11260,E
TEST_11261,D
TEST_11262,E
TEST_11263,E
TEST_11264,D
TEST_11265,E
TEST_11266,E
TEST_11267,E
TEST_11268,D
TEST_11269,E
TEST_11270,E
TEST_11271,E
TEST_11272,E
TEST_11273,E
TEST_11274,E
TEST_11275,E
TEST_11276,E
TEST_11277,E
TEST_11278,E
TEST_11279,E
TEST_11280,E
TEST_11281,E
TEST_11282,E
TEST_11283,E
TEST_11284,E
TEST_11285,E
TEST_11286,E
TEST_11287,E
TEST_11288,E
TEST_11289,E
TEST_11290,E
TEST_11291,E
TEST_11292,E
TEST_11293,D
TEST_11294,E
TEST_11295,E
TEST_11296,E
TEST_11297,D
TEST_11298,D
TEST_11299,E
TEST_11300,E
TEST_11301,E
TEST_11302,E
TEST_11303,D
TEST_11304,E
TEST_11305,E
TEST_11306,E
TEST_11307,D
TEST_11308,C
TEST_11309,E
TEST_11310,D
TEST_11311,E
TEST_11312,E
TEST_11313,E
TEST_11314,E
TEST_11315,D
TEST_11316,D
TEST_11317,E
TEST_11318,E
TEST_11319,E
TEST_11320,E
TEST_11321,E
TEST_11322,E
TEST_11323,E
TEST_11324,E
TEST_11325,E
TEST_11326,E
TEST_11327,E
TEST_11328,E
TEST_11329,E
TEST_11330,E
TEST_11331,D
TEST_11332,E
TEST_11333,E
TEST_11334,E
TEST_11335,E
TEST_11336,E
TEST_11337,E
TEST_11338,E
TEST_11339,E
TEST_11340,E
TEST_11341,E
TEST_11342,E
TEST_11343,E
TEST_11344,E
TEST_11345,E
TEST_11346,E
TEST_11347,E
TEST_11348,C
TEST_11349,E
TEST_11350,E
TEST_11351,E
TEST_11352,E
TEST_11353,E
TEST_11354,E
TEST_11355,D
TEST_11356,E
TEST_11357,E
TEST_11358,E
TEST_11359,E
TEST_11360,E
TEST_11361,E
TEST_11362,D
TEST_11363,E
TEST_11364,E
TEST_11365,E
TEST_11366,E
TEST_11367,E
TEST_11368,C
TEST_11369,E
TEST_11370,E
TEST_11371,E
TEST_11372,E
TEST_11373,E
TEST_11374,E
TEST_11375,E
TEST_11376,E
TEST_11377,E
TEST_11378,E
TEST_11379,E
TEST_11380,E
TEST_11381,C
TEST_11382,E
TEST_11383,E
TEST_11384,E
TEST_11385,E
TEST_11386,C
TEST_11387,D
TEST_11388,E
TEST_11389,E
TEST_11390,E
TEST_11391,E
TEST_11392,E
TEST_11393,E
TEST_11394,E
TEST_11395,E
TEST_11396,E
TEST_11397,E
TEST_11398,E
TEST_11399,E
TEST_11400,E
TEST_11401,E
TEST_11402,E
TEST_11403,E
TEST_11404,E
TEST_11405,E
TEST_11406,E
TEST_11407,E
TEST_11408,E
TEST_11409,E
TEST_11410,D
TEST_11411,D
TEST_11412,E
TEST_11413,D
TEST_11414,E
TEST_11415,E
TEST_11416,E
TEST_11417,E
TEST_11418,E
TEST_11419,E
TEST_11420,E
TEST_11421,E
TEST_11422,E
TEST_11423,E
TEST_11424,E
TEST_11425,C
TEST_11426,E
TEST_11427,E
TEST_11428,E
TEST_11429,E
TEST_11430,E
TEST_11431,E
TEST_11432,E
TEST_11433,E
TEST_11434,E
TEST_11435,E
TEST_11436,D
TEST_11437,E
TEST_11438,E
TEST_11439,E
TEST_11440,E
TEST_11441,E
TEST_11442,E
TEST_11443,E
TEST_11444,E
TEST_11445,E
TEST_11446,E
TEST_11447,E
TEST_11448,E
TEST_11449,E
TEST_11450,E
TEST_11451,E
TEST_11452,E
TEST_11453,E
TEST_11454,D
TEST_11455,D
TEST_11456,E
TEST_11457,E
TEST_11458,E
TEST_11459,E
TEST_11460,C
TEST_11461,E
TEST_11462,E
TEST_11463,E
TEST_11464,E
TEST_11465,D
TEST_11466,E
TEST_11467,E
TEST_11468,E
TEST_11469,E
TEST_11470,E
TEST_11471,D
TEST_11472,E
TEST_11473,E
TEST_11474,E
TEST_11475,E
TEST_11476,E
TEST_11477,E
TEST_11478,E
TEST_11479,E
TEST_11480,E
TEST_11481,C
TEST_11482,D
TEST_11483,D
TEST_11484,E
TEST_11485,E
TEST_11486,D
TEST_11487,E
TEST_11488,E
TEST_11489,E
TEST_11490,E
TEST_11491,E
TEST_11492,E
TEST_11493,D
TEST_11494,C
TEST_11495,E
TEST_11496,E
TEST_11497,E
TEST_11498,D
TEST_11499,D
TEST_11500,E
TEST_11501,D
TEST_11502,E
TEST_11503,E
TEST_11504,E
TEST_11505,E
TEST_11506,C
TEST_11507,E
TEST_11508,E
TEST_11509,E
TEST_11510,E
TEST_11511,E
TEST_11512,D
TEST_11513,E
TEST_11514,E
TEST_11515,E
TEST_11516,D
TEST_11517,E
TEST_11518,D
TEST_11519,E
TEST_11520,C
TEST_11521,E
TEST_11522,E
TEST_11523,D
TEST_11524,D
TEST_11525,E
TEST_11526,E
TEST_11527,E
TEST_11528,E
TEST_11529,E
TEST_11530,D
TEST_11531,E
TEST_11532,E
TEST_11533,E
TEST_11534,E
TEST_11535,E
TEST_11536,E
TEST_11537,E
TEST_11538,E
TEST_11539,D
TEST_11540,E
TEST_11541,E
TEST_11542,E
TEST_11543,D
TEST_11544,D
TEST_11545,E
TEST_11546,E
TEST_11547,E
TEST_11548,E
TEST_11549,E
TEST_11550,D
TEST_11551,E
TEST_11552,E
TEST_11553,E
TEST_11554,E
TEST_11555,D
TEST_11556,E
TEST_11557,D
TEST_11558,E
TEST_11559,E
TEST_11560,E
TEST_11561,E
TEST_11562,E
TEST_11563,D
TEST_11564,E
TEST_11565,E
TEST_11566,C
TEST_11567,D
TEST_11568,E
TEST_11569,E
TEST_11570,E
TEST_11571,E
TEST_11572,C
TEST_11573,E
TEST_11574,E
TEST_11575,E
TEST_11576,E
TEST_11577,D
TEST_11578,E
TEST_11579,E
TEST_11580,E
TEST_11581,E
TEST_11582,E
TEST_11583,E
TEST_11584,E
TEST_11585,E
TEST_11586,E
TEST_11587,D
TEST_11588,E
TEST_11589,E
TEST_11590,E
TEST_11591,E
TEST_11592,E
TEST_11593,E
TEST_11594,E
TEST_11595,E
TEST_11596,E
TEST_11597,E
TEST_11598,E
TEST_11599,E
TEST_11600,D
TEST_11601,E
TEST_11602,D
TEST_11603,E
TEST_11604,E
TEST_11605,E
TEST_11606,D
TEST_11607,E
TEST_11608,E
TEST_11609,E
TEST_11610,E
TEST_11611,E
TEST_11612,E
TEST_11613,E
TEST_11614,E
TEST_11615,E
TEST_11616,E
TEST_11617,E
TEST_11618,E
TEST_11619,E
TEST_11620,E
TEST_11621,E
TEST_11622,E
TEST_11623,E
TEST_11624,E
TEST_11625,E
TEST_11626,E
TEST_11627,D
TEST_11628,E
TEST_11629,E
TEST_11630,D
TEST_11631,E
TEST_11632,E
TEST_11633,E
TEST_11634,E
TEST_11635,E
TEST_11636,E
TEST_11637,E
TEST_11638,E
TEST_11639,E
TEST_11640,E
TEST_11641,E
TEST_11642,E
TEST_11643,E
TEST_11644,E
TEST_11645,E
TEST_11646,E
TEST_11647,E
TEST_11648,E
TEST_11649,D
TEST_11650,D
TEST_11651,E
TEST_11652,C
TEST_11653,E
TEST_11654,E
TEST_11655,E
TEST_11656,E
TEST_11657,E
TEST_11658,E
TEST_11659,E
TEST_11660,E
TEST_11661,E
TEST_11662,E
TEST_11663,E
TEST_11664,E
TEST_11665,E
TEST_11666,E
TEST_11667,E
TEST_11668,E
TEST_11669,E
TEST_11670,E
TEST_11671,E
TEST_11672,D
TEST_11673,E
TEST_11674,E
TEST_11675,E
TEST_11676,E
TEST_11677,E
TEST_11678,E
TEST_11679,E
TEST_11680,E
TEST_11681,E
TEST_11682,E
TEST_11683,E
TEST_11684,D
TEST_11685,E
TEST_11686,E
TEST_11687,E
TEST_11688,E
TEST_11689,E
TEST_11690,E
TEST_11691,E
TEST_11692,C
TEST_11693,E
TEST_11694,E
TEST_11695,E
TEST_11696,E
TEST_11697,E
TEST_11698,E
TEST_11699,E
TEST_11700,E
TEST_11701,D
TEST_11702,D
TEST_11703,E
TEST_11704,E
TEST_11705,E
TEST_11706,E
TEST_11707,E
TEST_11708,E
TEST_11709,E
TEST_11710,E
TEST_11711,E
TEST_11712,E
TEST_11713,E
TEST_11714,E
TEST_11715,D
TEST_11716,E
TEST_11717,C
TEST_11718,E
TEST_11719,D
TEST_11720,E
TEST_11721,E
TEST_11722,E
TEST_11723,E
TEST_11724,E
TEST_11725,E
TEST_11726,E
TEST_11727,E
TEST_11728,E
TEST_11729,E
TEST_11730,C
TEST_11731,E
TEST_11732,E
TEST_11733,E
TEST_11734,E
TEST_11735,E
TEST_11736,E
TEST_11737,E
TEST_11738,E
TEST_11739,E
TEST_11740,D
TEST_11741,E
TEST_11742,E
TEST_11743,E
TEST_11744,D
TEST_11745,E
TEST_11746,E
TEST_11747,E
TEST_11748,E
TEST_11749,D
TEST_11750,E
TEST_11751,E
TEST_11752,E
TEST_11753,E
TEST_11754,E
TEST_11755,E
TEST_11756,E
TEST_11757,E
TEST_11758,E
TEST_11759,E
TEST_11760,E
TEST_11761,E
TEST_11762,E
TEST_11763,E
TEST_11764,E
TEST_11765,E
TEST_11766,E
TEST_11767,E
TEST_11768,E
TEST_11769,D
TEST_11770,E
TEST_11771,E
TEST_11772,E
TEST_11773,D
TEST_11774,E
TEST_11775,E
TEST_11776,E
TEST_11777,E
TEST_11778,E
TEST_11779,E
TEST_11780,E
TEST_11781,E
TEST_11782,E
TEST_11783,E
TEST_11784,E
TEST_11785,E
TEST_11786,E
TEST_11787,E
TEST_11788,D
TEST_11789,E
TEST_11790,E
TEST_11791,E
TEST_11792,E
TEST_11793,E
TEST_11794,D
TEST_11795,E
TEST_11796,E
TEST_11797,E
TEST_11798,E
TEST_11799,E
TEST_11800,E
TEST_11801,E
TEST_11802,E
TEST_11803,E
TEST_11804,D
TEST_11805,E
TEST_11806,E
TEST_11807,E
TEST_11808,E
TEST_11809,E
TEST_11810,E
TEST_11811,E
TEST_11812,E
TEST_11813,E
TEST_11814,E
TEST_11815,E
TEST_11816,C
TEST_11817,E
TEST_11818,E
TEST_11819,E
TEST_11820,E
TEST_11821,E
TEST_11822,D
TEST_11823,E
TEST_11824,E
TEST_11825,C
TEST_11826,E
TEST_11827,E
TEST_11828,E
TEST_11829,E
TEST_11830,E
TEST_11831,E
TEST_11832,C
TEST_11833,E
TEST_11834,E
TEST_11835,E
TEST_11836,E
TEST_11837,E
TEST_11838,E
TEST_11839,E
TEST_11840,E
TEST_11841,D
TEST_11842,E
TEST_11843,D
TEST_11844,E
TEST_11845,E
TEST_11846,E
TEST_11847,E
TEST_11848,E
TEST_11849,E
TEST_11850,E
TEST_11851,E
TEST_11852,E
TEST_11853,E
TEST_11854,D
TEST_11855,E
TEST_11856,D
TEST_11857,E
TEST_11858,E
TEST_11859,E
TEST_11860,E
TEST_11861,E
TEST_11862,D
TEST_11863,E
TEST_11864,D
TEST_11865,E
TEST_11866,E
TEST_11867,E
TEST_11868,E
TEST_11869,E
TEST_11870,E
TEST_11871,E
TEST_11872,E
TEST_11873,D
TEST_11874,D
TEST_11875,D
TEST_11876,E
TEST_11877,E
TEST_11878,C
TEST_11879,E
TEST_11880,D
TEST_11881,E
TEST_11882,E
TEST_11883,E
TEST_11884,E
TEST_11885,E
TEST_11886,E
TEST_11887,E
TEST_11888,E
TEST_11889,E
TEST_11890,E
TEST_11891,E
TEST_11892,E
TEST_11893,E
TEST_11894,E
TEST_11895,E
TEST_11896,E
TEST_11897,E
TEST_11898,E
TEST_11899,E
TEST_11900,E
TEST_11901,E
TEST_11902,E
TEST_11903,E
TEST_11904,D
TEST_11905,E
TEST_11906,E
TEST_11907,E
TEST_11908,E
TEST_11909,E
TEST_11910,E
TEST_11911,E
TEST_11912,E
TEST_11913,E
TEST_11914,E
TEST_11915,E
TEST_11916,E
TEST_11917,E
TEST_11918,E
TEST_11919,E
TEST_11920,D
TEST_11921,E
TEST_11922,E
TEST_11923,D
TEST_11924,E
TEST_11925,D
TEST_11926,E
TEST_11927,E
TEST_11928,E
TEST_11929,E
TEST_11930,E
TEST_11931,E
TEST_11932,E
TEST_11933,E
TEST_11934,E
TEST_11935,E
TEST_11936,E
TEST_11937,E
TEST_11938,E
TEST_11939,E
TEST_11940,E
TEST_11941,D
TEST_11942,E
TEST_11943,E
TEST_11944,E
TEST_11945,E
TEST_11946,E
TEST_11947,E
TEST_11948,E
TEST_11949,E
TEST_11950,E
TEST_11951,E
TEST_11952,D
TEST_11953,E
TEST_11954,E
TEST_11955,E
TEST_11956,E
TEST_11957,E
TEST_11958,E
TEST_11959,E
TEST_11960,E
TEST_11961,E
TEST_11962,E
TEST_11963,E
TEST_11964,E
TEST_11965,E
TEST_11966,E
TEST_11967,D
